Make,Model,Variant,Price,Displacement,Sales2022,Sales2021,Color,Highest_sales_state,Cylinders,Emission_Norm,Fuel_Tank_Capacity_ltr,Fuel_Type,Body_Type,Doors,Mileage,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Tyre_Rim,Rear_Tyre_Rim,Power_Steering,Power_Windows,Power,Torque,Seating_Capacity,Boot_Space_ltr
Mahindra,Kuv100 Nxt,K2 D 6Str Taxi,559.741 ,1198 cc,66.692,76.695,silver,arizona,3,BS IV,35,Diesel,Hatchback,5,22.25 km/litre,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,Semi-independent Twist Beam with Coil Springs and Hydraulic Shock Absorbers,185/65R14,185/65R14,Electric Power,,77PS@3750RPM,190NM@1750-2250RPM,6,243
Mahindra,Kuv100 Nxt,K2 5Str Cng Taxi,524.312 ,1198 cc,29.45,33.867,blue,georgia,3,BS IV,35,Petrol,Hatchback,5,15.5 km/litre,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,Semi-independent Twist Beam with Coil Springs and Hydraulic Shock Absorbers,185/65R14,185/65R14,Electric Power,,82PS@5500RPM,115NM@3500-3600RPM,5,243
Mahindra,Kuv100 Nxt,K2 6Str Cng Taxi,542.913 ,1198 cc,23.713,27.269,silver,california,3,BS IV,35,Petrol,Hatchback,5,15.5 km/litre,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,Semi-independent Twist Beam with Coil Springs and Hydraulic Shock Absorbers,185/65R14,185/65R14,Electric Power,,82PS@5500RPM,115NM@3500-3600RPM,6,243
Maruti Suzuki,Swift,Lxi,519.000 ,1197 cc,15.467,17.787,white,georgia,4,BS 6,37,Petrol,Hatchback,5,12.6 km/litre,5,163 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,165/80 R14,165/80 R14,Electric Power,,83PS@6000rpm,113Nm@4200RPM,5,268
Maruti Suzuki,Swift,Vxi,619.000 ,1197 cc,55.557,63.89,black,washington,4,BS 6,37,Petrol,Hatchback,5,,5,163 mm,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,165/80R14,165/80R14,Electric Power,All Windows,83PS@6000rpm,113Nm@4200RPM,5,268
Maruti Suzuki,Swift,Vxi Amt,666.000 ,1197 cc,80.556,92.639,blue,michigan,4,BS 6,37,Petrol,Hatchback,5,,5,163 mm,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,165/80R14,165/80R14,Electric Power,All Windows,83PS@6000rpm,113Nm@4200RPM,5,268
Maruti Suzuki,Swift,Zxi,678.000 ,1197 cc,157.04,180.596,silver,virginia,4,BS 6,37,Petrol,Hatchback,5,,5,163 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/65R15,185/65R15,Electric Power,All Windows,83PS@6000rpm,113Nm@4200RPM,5,268
Maruti Suzuki,Swift,Zxi Amt,725.000 ,1197 cc,24.072,27.682,black,new york,4,BS 6,37,Petrol,Hatchback,5,,5,163 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/65R15,185/65R15,Electric Power,All Windows,83PS@6000rpm,113Nm@4200RPM,5,268
Maruti Suzuki,Swift,Zxi Plus,758.000 ,1197 cc,12.698,14.602,gray,new york,4,BS 6,37,Petrol,Hatchback,5,,5,163 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/65R15,185/65R15,Electric Power,All Windows,83PS@6000rpm,113Nm@4200RPM,5,268
Maruti Suzuki,Swift,Ldi,599.000 ,1248 cc,8.901,10.236,black,indiana,4,BS IV,37,Diesel,Hatchback,5,,5,163 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/80R14,185/80R14,Electric Power,,75PS@4000rpm,190Nm@2000rpm,5,268
Maruti Suzuki,Swift,Vdi,698.000 ,1248 cc,6.375,7.331,white,california,4,BS IV,37,Diesel,Hatchback,5,,5,165 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,165/80R14,165/80R14,Electric Power,All Windows,75PS@4000rpm,190Nm@2000rpm,5,268
Maruti Suzuki,Swift,Vdi Amt,745.000 ,1248 cc,9.126,10.494,maroon,utah,4,BS IV,37,Diesel,Hatchback,5,,5,165 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,165/80R14,165/80R14,Electric Power,All Windows,75PS@4000rpm,190Nm@2000rpm,5,268
Maruti Suzuki,Swift,Zdi,757.000 ,1248 cc,51.238,58.923,black,utah,4,BS IV,37,Diesel,Hatchback,5,,5,163 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/65R15,185/65R15,Electric Power,All Windows,75PS@4000rpm,190Nm@2000rpm,5,268
Maruti Suzuki,Swift,Zdi Amt,804.000 ,1248 cc,13.798,15.867,silver,texas,4,BS IV,37,Diesel,Hatchback,5,,5,163 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/65R15,185/65R15,Electric Power,All Windows,75PS@4000rpm,190Nm@2000rpm,5,268
Maruti Suzuki,Swift,Zdi Plus,838.000 ,1248 cc,48.911,56.247,gray,ohio,4,BS IV,37,Diesel,Hatchback,5,,5,163 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/65R15,185/65R15,Electric Power,All Windows,75PS@4000rpm,190Nm@2000rpm,5,268
Maruti Suzuki,Swift,Zxi Plus Amt,802.000 ,1197 cc,22.925,26.363,blue,california,4,BS 6,37,Petrol,Hatchback,5,,5,163 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/65R15,185/65R15,Electric Power,All Windows,83PS@6000rpm,113Nm@4200RPM,5,268
Maruti Suzuki,Swift,Zdi Plus Amt,884.000 ,1248 cc,26.232,30.166,blue,florida,4,BS IV,37,Diesel,Hatchback,5,,5,163 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/65R15,185/65R15,Electric Power,All Windows,75PS@4000rpm,190Nm@2000rpm,5,268
Tata,Altroz,Xe Petrol,529.000 ,1199 cc,42.541,48.922,yellow,california,3,BS 6,37,Petrol,Hatchback,5,,5,165 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Twist Beam with Coil spring and Shock Absorber,165/80R14,165/80R14,Electric Power,Only Front Windows,86PS@6000rpm,113Nm@3300rpm,5,345
Tata,Altroz,Xm Petrol,615.000 ,1199 cc,55.616,63.958,white,new jersey,3,BS 6,37,Petrol,Hatchback,5,,5,165 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Twist Beam with Coil spring and Shock Absorber,165/80R14,165/80R14,Electric Power,Only Front Windows,86PS@6000rpm,113Nm@3300rpm,5,345
Tata,Altroz,Xt Petrol,684.000 ,1199 cc,5.711,6.567,caramel,texas,3,BS 6,37,Petrol,Hatchback,5,,5,165 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Twist Beam with Coil spring and Shock Absorber,165/80R14,165/80R14,Electric Power,All Windows,86PS@6000rpm,113Nm@3300rpm,5,345
Tata,Altroz,Xz Petrol,744.000 ,1199 cc,30.11,34.626,gray,minnesota,3,BS 6,37,Petrol,Hatchback,5,,5,165 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Twist Beam with Coil spring and Shock Absorber,165/80R14,165/80R14,Electric Power,All Windows,86PS@6000rpm,113Nm@3300rpm,5,345
Tata,Altroz,Xz (O) Petrol,769.000 ,1199 cc,11.337,13.037,maroon,wisconsin,3,BS 6,37,Petrol,Hatchback,5,,5,165 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Twist Beam with Coil spring and Shock Absorber,165/80R14,165/80R14,Electric Power,All Windows,86PS@6000rpm,113Nm@3300rpm,5,345
Tata,Altroz,Xe Diesel,699.000 ,1497 cc,39.348,45.25,maroon,florida,4,BS 6,37,Diesel,Hatchback,5,,5,165 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Twist Beam with Coil spring and Shock Absorber,165/80R14,165/80R14,Electric Power,Only Front Windows,90PS@4000rpm,200Nm@1250-3000rpm,5,345
Tata,Altroz,Xm Diesel,775.000 ,1497 cc,14.351,16.503,white,michigan,4,BS 6,37,Diesel,Hatchback,5,,5,165 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Twist Beam with Coil spring and Shock Absorber,165/80R14,165/80R14,Electric Power,Only Front Windows,90PS@4000rpm,200Nm@1250-3000rpm,5,345
Tata,Altroz,Xt Diesel,844.000 ,1497 cc,26.529,30.508,black,arkansas,4,BS 6,37,Diesel,Hatchback,5,,5,165 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Twist Beam with Coil spring and Shock Absorber,165/80R14,165/80R14,Electric Power,All Windows,90PS@4000rpm,200Nm@1250-3000rpm,5,345
Tata,Altroz,Xz Diesel,904.000 ,1497 cc,67.956,78.149,silver,maryland,4,BS 6,37,Diesel,Hatchback,5,,5,165 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Twist Beam with Coil spring and Shock Absorber,165/80R14,165/80R14,Electric Power,All Windows,90PS@4000rpm,200Nm@1250-3000rpm,5,345
Tata,Altroz,Xz (O) Diesel,929.000 ,1497 cc,81.174,93.35,white,utah,4,BS 6,37,Diesel,Hatchback,5,,5,165 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Twist Beam with Coil spring and Shock Absorber,165/80R14,165/80R14,Electric Power,All Windows,90PS@4000rpm,200Nm@1250-3000rpm,5,345
Icml,Extreme,Ld Di Non Ac 9 Seater Bsiii,642.478 ,1994 cc,27.609,31.75,silver,texas,4,BS III,50,Diesel,SUV,5,8.6 km/litre,5,170 mm,Ventilated Disc,Drum,,Semi Elliptical Leaf spring,205/65 R15,205/65 R15,,,101.4PS@3600RPM,240Nm@2000-2500RPM,9,
Icml,Extreme,Ld Crdfi Non Ac 9 Seater Bsiv,589.678 ,1994 cc,20.38,23.437,blue,ohio,4,BS IV,50,Diesel,SUV,5,8.6 km/litre,5,170 mm,Ventilated Disc,Drum,,Semi Elliptical Leaf spring,205/65 R15,205/65 R15,,,122PS@4000RPM,270Nm@2500RPM,9,
Icml,Extreme,Ld Di Ps Ac 9 Seater Bsiii,689.761 ,1994 cc,18.392,21.15,gray,california,4,BS III,50,Diesel,SUV,5,8.6 km/litre,5,170 mm,Ventilated Disc,Drum,,Semi Elliptical Leaf spring,205/65 R15,205/65 R15,,,122PS@4000RPM,270Nm@2500RPM,9,
Icml,Extreme,Ld Crdfi Ps Ac 9 Seater Bsiii,788.177 ,1994 cc,27.602,31.742,yellow,new jersey,4,BS IV,50,Diesel,SUV,5,8.6 km/litre,5,170 mm,Ventilated Disc,Drum,,Semi Elliptical Leaf spring,205/65 R15,205/65 R15,,,122PS@4000RPM,270Nm@2500RPM,9,
Icml,Extreme,Sd Di 9 Seater Bsiii,2650.777 ,1994 cc,16.774,19.29,black,california,4,BS III,50,Diesel,SUV,5,8.6 km/litre,5,170 mm,Ventilated Disc,Drum,,Semi Elliptical Leaf spring,205/65 R15,205/65 R15,,Only Front Windows,101.4PS@3600RPM,240Nm@2000-2500RPM,9,
Icml,Extreme,Ld Crdfi Ps Ac 9 Seater Bsiv,628.072 ,1994 cc,3.311,3.807,black,new jersey,4,BS IV,50,Diesel,SUV,5,8.6 km/litre,5,170 mm,Ventilated Disc,Drum,,Semi Elliptical Leaf spring,205/65 R15,205/65 R15,,,122PS@4000RPM,270Nm@2500RPM,9,
Icml,Extreme,Vd Crdfi 7 Seater Bsiii,900.967 ,1994 cc,7.998,9.197,maroon,illinois,4,BS III,50,Diesel,SUV,5,8.6 km/litre,5,170 mm,Ventilated Disc,Drum,,Semi Elliptical Leaf spring,205/65 R15,205/65 R15,,All Windows,122PS@4000RPM,270Nm@2500RPM,7,
Icml,Extreme,Vd Di 7 Seater Bsiii,1465.148 ,1994 cc,1.526,1.754,caramel,wisconsin,4,BS III,50,Diesel,SUV,5,8.6 km/litre,5,170 mm,Ventilated Disc,Drum,,Semi Elliptical Leaf spring,205/65 R15,205/65 R15,,All Windows,101.4PS@3600RPM,240Nm@2000-2500RPM,7,
Icml,Extreme,Sd Crdfi 9 Seater Bsiv,552.890 ,1994 cc,39.384,45.291,white,florida,4,BS IV,50,Diesel,SUV,5,8.6 km/litre,5,170 mm,Ventilated Disc,Drum,,Semi Elliptical Leaf spring,205/65 R15,205/65 R15,,Only Front Windows,122PS@4000RPM,270Nm@2500RPM,9,
Icml,Extreme,Vd Crdfi 7 Seater Bsiv,927.689 ,1994 cc,14.114,16.231,white,michigan,4,BS IV,50,Diesel,SUV,5,8.6 km/litre,5,170 mm,Ventilated Disc,Drum,,Semi Elliptical Leaf spring,205/65 R15,205/65 R15,,All Windows,122PS@4000RPM,270Nm@2500RPM,7,
Icml,Extreme,Sd Crdfi 9 Seater Bsiii,835.275 ,1994 cc,8.588,9.876,silver,arkansas,4,BS III,50,Diesel,SUV,5,8.6 km/litre,5,170 mm,Ventilated Disc,Drum,,Semi Elliptical Leaf spring,205/65 R15,205/65 R15,,Only Front Windows,122PS@4000RPM,270Nm@2500RPM,9,
Tata,Tigor,Revotron Xe,575.000 ,1199 cc,20.397,23.456,black,utah,3,BS 6,35,Petrol,Sedan,4,24.12 km/litre,5,165 mm,Ventilated Disc,Drum,Independent Lower Wishbone Mcpherson Strut with coil spring,Semi-Independent; closed profile Twist beam with Dual path Strut,155/80 R13,155/80 R13,Electric Power,,86PS@6000rpm,113Nm@3300rpm,5,419
Tata,Tigor,Revotron Xm,610.000 ,1199 cc,18.78,21.597,black,texas,3,BS 6,35,Petrol,Sedan,4,24.12 km/litre,5,165 mm,Ventilated Disc,Drum,Independent Lower Wishbone Mcpherson Strut with coil spring,Semi-Independent; closed profile Twist beam with Dual path Strut,155/80 R13,155/80 R13,Electric Power,All Windows,86PS@6000rpm,113Nm@3300rpm,5,419
Tata,Tigor,Revotron Xz,650.000 ,1199 cc,17.38,19.987,white,ohio,3,BS 6,35,Petrol,Sedan,4,24.12 km/litre,5,170 mm,Ventilated Disc,Drum,Independent Lower Wishbone Mcpherson Strut with coil spring,Semi-Independent; Twist beam with dual path strut,175/60 R15,175/60 R15,Electric Power,All Windows,86PS@6000rpm,113Nm@3300rpm,5,419
Tata,Tigor,Revotron Xz Plus,699.000 ,1199 cc,19.747,22.709,gray,california,3,BS 6,35,Petrol,Sedan,4,24.12 km/litre,5,170 mm,Ventilated Disc,Drum,Independent Lower Wishbone Mcpherson Strut with coil spring,Semi-Independent; Twist beam with dual path strut,175/60 R15,175/60 R15,Electric Power,All Windows,86PS@6000rpm,113Nm@3300rpm,5,419
Tata,Tigor,Revotron Xma,660.000 ,1199 cc,9.231,10.615,silver,florida,3,BS 6,35,Petrol,Sedan,4,24.12 km/litre,5,165 mm,Ventilated Disc,Drum,Independent Lower Wishbone Mcpherson Strut with coil spring,Semi-Independent; closed profile Twist beam with Dual path Strut,155/80 R13,155/80 R13,Electric Power,All Windows,86PS@6000rpm,113Nm@3300rpm,5,419
Tata,Tigor,Revotron Xza Plus,749.000 ,1199 cc,17.527,20.156,caramel,california,3,BS 6,35,Petrol,Sedan,4,24.12 km/litre,5,170 mm,Ventilated Disc,Drum,Independent Lower Wishbone Mcpherson Strut with coil spring,Semi-Independent; Twist beam with dual path strut,175/60 R15,175/60 R15,Electric Power,All Windows,86PS@6000rpm,113Nm@3300rpm,5,419
Tata,Zest,Xe Petrol,582.287 ,1193 cc,91.561,105.295,maroon,new jersey,4,BS IV,44,Petrol,Sedan,4,13.2 km/litre,5,175 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,185/60R15,185/60R15,Electric Power,Only Front Windows,90PS@5000rpm,140Nm@1500-4000rpm,5,390
Tata,Zest,Xe Diesel,702.946 ,1248 cc,39.35,45.252,black,texas,4,BS IV,44,Diesel,Sedan,4,19.2 km/litre,5,165 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,185/60R15,185/60R15,Electric Power,Only Front Windows,75PS@4000rpm,190Nm@1750-3000rpm,5,390
Tata,Zest,Xm Petrol,653.926 ,1193 cc,27.851,32.028,white,florida,4,BS IV,44,Petrol,Sedan,4,13.2 km/litre,5,175 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,185/60R15,185/60R15,Electric Power,All Windows,90PS@5000rpm,140Nm@1500-4000rpm,5,390
Tata,Zest,Xms Petrol,672.641 ,1193 cc,83.257,95.745,beige,michigan,4,BS IV,44,Petrol,Sedan,4,13.2 km/litre,5,175 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,185/60R15,185/60R15,Electric Power,All Windows,90PS@5000rpm,140Nm@1500-4000rpm,5,390
Tata,Zest,Xt Petrol,732.475 ,1193 cc,63.729,73.288,silver,arkansas,4,BS IV,44,Petrol,Sedan,4,13.2 km/litre,5,175 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,185/60R15,185/60R15,Electric Power,All Windows,90PS@5000rpm,140Nm@1750-3000rpm,5,390
Tata,Zest,Xm Diesel,767.317 ,1248 cc,15.943,18.334,black,utah,4,BS IV,44,Diesel,Sedan,4,19.2 km/litre,5,165 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,185/60R15,185/60R15,Electric Power,All Windows,75PS@4000rpm,190Nm@1750-3000rpm,5,390
Tata,Zest,Xms Diesel,793.898 ,1248 cc,6.536,7.516,maroon,texas,4,BS IV,44,Diesel,Sedan,5,19.2 km/litre,5,165 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,185/60R15,185/60R15,Electric Power,All Windows,75PS@4000rpm,190Nm@1750-3000rpm,5,390
Tata,Zest,Xt Diesel,855.362 ,1248 cc,11.185,12.862,gray,ohio,4,BS IV,44,Diesel,Sedan,4,19.2 km/litre,5,165 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,185/60R15,185/60R15,Electric Power,All Windows,90PS@4000rpm,200NM@1750-3000rpm,5,390
Tata,Zest,Xma Diesel,836.320 ,1248 cc,14.785,17.002,white,california,4,BS IV,44,Diesel,Sedan,4,19.2 km/litre,5,165 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,185/60R15,185/60R15,Electric Power,All Windows,75PS@4000rpm,190Nm@1750-3000rpm,5,390
Tata,Zest,Xta Diesel,989.000 ,1248 cc,145.519,167.346,black,pennsylvania,4,BS IV,44,Diesel,Sedan,4,19.2 km/litre,5,165 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,185/60R15,185/60R15,Electric Power,All Windows,90PS@4000rpm,200NM@1750-3000rpm,5,390
Tata,Zest,Zest Premio Edition,788.797 ,1248 cc,135.126,155.394,silver,california,4,BS IV,44,Diesel,Sedan,5,19.2 km/litre,5,165 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,185/60R15,185/60R15,Electric Power,All Windows,75PS@4000rpm,190Nm@1750-3000rpm,5,390
Honda,Amaze,S Cvt Petrol,763.000 ,1199 cc,24.629,28.323,blue,new jersey,4,BS 6,35,Petrol,Sedan,4,,5,170 mm,Ventilated Disc,Drum,McPherson Strut Coil Spring,Torsion Beam Coil Spring,175/65R14,175/65R14,Electric Power,All Windows,90PS@6000rpm,110Nm@4800rpm,5,420
Honda,Amaze,E Mt Diesel,705.000 ,1498 cc,42.593,48.981,black,texas,4,BS 6,35,Diesel,Sedan,4,,5,170 mm,Ventilated Disc,Drum,McPherson Strut Coil Spring,Torsion Beam Coil Spring,175/65R14,175/65R14,Electric Power,All Windows,100PS@3600rpm,200Nm@1750rpm,5,420
Honda,Amaze,E Mt Petrol,593.000 ,1199 cc,26.402,30.362,gray,illinois,4,BS 6,35,Petrol,Sedan,4,,5,170 mm,Ventilated Disc,Drum,McPherson Strut Coil Spring,Torsion Beam Coil Spring,175/65R14,175/65R14,Electric Power,All Windows,90PS@6000rpm,110Nm@4800rpm,5,420
Honda,Amaze,S Cvt Diesel,865.000 ,1498 cc,17.947,20.639,gray,florida,4,BS 6,35,Diesel,Sedan,4,,5,170 mm,Ventilated Disc,Drum,McPherson Strut Coil Spring,Torsion Beam Coil Spring,175/65R14,175/65R14,Electric Power,All Windows,80PS@3600rpm,160Nm@1750rpm,5,420
Honda,Amaze,V Cvt Petrol,823.000 ,1199 cc,32.299,37.143,white,michigan,4,BS 6,35,Petrol,Sedan,4,,5,170 mm,Ventilated Disc,Drum,McPherson Strut Coil Spring,Torsion Beam Coil Spring,175/65R15,175/65R15,Electric Power,All Windows,90PS@6000rpm,110Nm@4800rpm,5,420
Honda,Amaze,V Cvt Diesel,925.000 ,1498 cc,21.855,25.133,maroon,oklahoma,4,BS 6,35,Diesel,Sedan,4,,5,170 mm,Ventilated Disc,Drum,McPherson Strut Coil Spring,Torsion Beam Coil Spring,175/65R15,175/65R15,Electric Power,All Windows,80PS@3600rpm,160Nm@1750rpm,5,420
Honda,Amaze,S Mt Diesel,785.000 ,1498 cc,107.995,124.194,silver,new jersey,4,BS 6,35,Diesel,Sedan,4,,5,170 mm,Ventilated Disc,Drum,McPherson Strut Coil Spring,Torsion Beam Coil Spring,175/65R14,175/65R14,Electric Power,All Windows,100PS@3600rpm,200Nm@1750rpm,5,420
Honda,Amaze,Vx Mt Diesel,893.000 ,1498 cc,7.854,9.032,black,utah,4,BS 6,35,Diesel,Sedan,4,,5,170 mm,Ventilated Disc,Drum,McPherson Strut Coil Spring,Torsion Beam Coil Spring,175/65R14,175/65R14,Electric Power,All Windows,100PS@3600rpm,200Nm@1750rpm,5,420
Honda,Amaze,V Mt Diesel,845.000 ,1498 cc,32.775,37.691,black,michigan,4,BS 6,35,Diesel,Sedan,4,,5,170 mm,Ventilated Disc,Drum,McPherson Strut Coil Spring,Torsion Beam Coil Spring,175/65R15,175/65R15,Electric Power,All Windows,100PS@3600rpm,200Nm@1750rpm,5,420
Honda,Amaze,Vx Mt Petrol,781.000 ,1199 cc,31.148,35.82,white,ohio,4,BS 6,35,Petrol,Sedan,4,,5,170 mm,Ventilated Disc,Drum,McPherson Strut Coil Spring,Torsion Beam Coil Spring,175/65R14,175/65R14,Electric Power,All Windows,90PS@6000rpm,110Nm@4800rpm,5,420
Honda,Amaze,V Mt Petrol,733.000 ,1199 cc,32.306,37.151,silver,california,4,BS 6,35,Petrol,Sedan,4,,5,170 mm,Ventilated Disc,Drum,McPherson Strut Coil Spring,Torsion Beam Coil Spring,175/65R15,175/65R15,Electric Power,All Windows,90PS@6000rpm,110Nm@4800rpm,5,420
Honda,Amaze,S Mt Petrol,673.000 ,1198 cc,13.462,15.481,white,florida,4,BS 6,35,Petrol,Sedan,4,,5,170 mm,Ventilated Disc,Drum,McPherson Strut Coil Spring,Torsion Beam Coil Spring,175/65R14,175/65R14,Electric Power,All Windows,90PS@6000rpm,110Nm@4800rpm,5,420
Honda,Amaze,Exclusive Edition Diesel,906.000 ,1498 cc,53.48,61.502,black,california,4,BS 6,35,Diesel,Sedan,4,,5,170 mm,Ventilated Disc,Drum,McPherson Strut Coil Spring,Torsion Beam Coil Spring,175/65R14,175/65R14,Electric Power,All Windows,100PS@3600rpm,200Nm@1750rpm,5,420
Honda,Amaze,Exclusive Edition Petrol,794.000 ,1199 cc,30.696,35.3,black,new jersey,4,BS 6,35,Petrol,Sedan,4,,5,170 mm,Ventilated Disc,Drum,McPherson Strut Coil Spring,Torsion Beam Coil Spring,175/65R14,175/65R14,Electric Power,All Windows,90PS@6000rpm,110Nm@4800rpm,5,420
Honda,Amaze,Vx Cvt Diesel,966.000 ,1498 cc,76.034,87.439,silver,arkansas,4,BS 6,35,Diesel,Sedan,4,,5,170 mm,Ventilated Disc,Drum,McPherson Strut Coil Spring,Torsion Beam Coil Spring,175/65R14,175/65R14,Electric Power,All Windows,100PS@3600rpm,200Nm@1750rpm,5,420
Honda,Amaze,Vx Cvt Petrol,864.000 ,1199 cc,4.734,5.444,black,florida,4,BS 6,35,Petrol,Sedan,4,,5,170 mm,Ventilated Disc,Drum,McPherson Strut Coil Spring,Torsion Beam Coil Spring,175/65R14,175/65R14,Electric Power,All Windows,90PS@6000rpm,110Nm@4800rpm,5,420
Honda,Amaze,Ace Edition Cvt Diesel,979.300 ,1498 cc,71.186,81.863,white,michigan,4,BS 6,35,Diesel,Sedan,4,,5,170 mm,Ventilated Disc,Drum,McPherson Strut Coil Spring,Torsion Beam Coil Spring,175/65R14,175/65R14,Electric Power,All Windows,100PS@3600rpm,200Nm@1750rpm,5,420
